C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;Charpy
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;-20;174
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;-10;182
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;0;187
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;10;187
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;20;187
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;30;187
0.064;1.43;0.36;0.007;0.007;36;112;5;71;447;0.03;0.03;0.005;5;0.03;5;40;187
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-120;3
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-110;8
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-100;14
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-90;26
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-80;42
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-70;69
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-60;101
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-50;131
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-40;155
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-30;167
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-20;173
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;-10;174
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;0;177
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;10;178
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;20;178
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;30;178
0.067;1.45;0.31;0.008;0.008;38;140;5;75;449;0.03;0.03;0.005;5;0.03;5;40;178
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-120;3
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-110;5
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-100;7
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-90;10
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-80;19
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-70;53
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-60;76
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-50;100
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-40;121
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-30;137
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-20;150
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;-10;159
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;0;165
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;10;169
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;20;171
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;30;171
0.066;1.44;0.39;0.007;0.009;45;192;5;71;435;0.03;0.03;0.005;5;0.03;5;40;171
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-120;7
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-110;10
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-100;13
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-90;15
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-80;18
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-70;20
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-60;23
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-50;60
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-40;115
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-30;150
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-20;161
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;-10;171
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;0;182
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;10;193
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;20;203
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;30;210
0.074;1.45;0.3;0.007;0.009;120;2;5;84;337;0.03;0.03;0.005;5;0.03;5;40;214
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-120;2
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-110;3
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-100;4
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-90;8
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-80;22
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-70;46
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-60;86
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-50;132
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-40;159
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-30;179
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-20;198
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;-10;211
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;0;219
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;10;221
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;20;221
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;30;221
0.071;1.55;0.35;0.007;0.01;130;38;5;68;370;0.03;0.03;0.005;5;0.03;5;40;221
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-120;2
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-110;3
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-100;5
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-90;11
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-80;27
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-70;53
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-60;88
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-50;122
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-40;147
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-30;165
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-20;179
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;-10;188
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;0;194
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;10;194
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;20;194
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;30;194
0.071;1.53;0.34;0.007;0.01;110;71;5;69;380;0.03;0.03;0.005;5;0.03;5;40;194
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-120;4
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-110;4
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-100;4
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-90;15
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-80;50
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-70;84
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-60;115
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-50;142
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-40;168
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-30;182
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-20;190
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;-10;192
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;0;192
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;10;192
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;20;192
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;30;192
0.068;1.45;0.34;0.008;0.009;130;112;5;84;339;0.03;0.03;0.005;5;0.03;5;40;192
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-120;3
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-110;3
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-100;3
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-90;12
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-80;35
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-70;62
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-60;100
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-50;130
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-40;150
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-30;162
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-20;172
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;-10;179
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;0;182
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;10;182
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;20;182
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;30;182
0.066;1.43;0.33;0.008;0.009;120;148;5;75;351;0.03;0.03;0.005;5;0.03;5;40;182
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-120;2
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-110;3
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-100;6
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-90;6
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-80;8
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-70;10
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-60;15
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-50;41
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-40;100
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-30;134
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-20;150
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;-10;160
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;0;167
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;10;173
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;20;179
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;30;186
0.067;1.41;0.36;0.009;0.009;120;195;5;80;367;0.03;0.03;0.005;5;0.03;5;40;189
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-120;2
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-110;2
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-100;3
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-90;4
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-80;10
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-70;31
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-60;83
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-50;125
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-40;163
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-30;181
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-20;191
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;-10;200
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;0;209
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;10;214
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;20;220
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;30;225
0.072;1.5;0.38;0.006;0.01;260;2;5;77;291;0.03;0.03;0.005;5;0.03;5;40;226
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-120;2
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-110;2
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-100;9
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-90;39
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-80;70
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-70;107
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-60;139
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-50;177
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-40;194
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-30;221
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-20;232
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;-10;234
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;0;234
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;10;234
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;20;234
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;30;234
0.07;1.48;0.43;0.007;0.01;260;21;5;70;314;0.03;0.03;0.005;5;0.03;5;40;234
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-120;3
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-110;4
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-100;11
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-90;86
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-80;110
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-70;140
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-60;165
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-50;180
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-40;194
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-30;204
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-20;211
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;-10;214
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;0;216
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;10;216
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;20;216
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;30;216
0.07;1.53;0.42;0.007;0.009;290;46;5;69;292;0.03;0.03;0.005;5;0.03;5;40;216
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-120;4
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-110;6
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-100;15
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-90;53
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-80;102
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-70;134
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-60;163
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-50;180
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-40;190
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-30;198
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-20;204
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;-10;208
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;0;211
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;10;212
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;20;213
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;30;214
0.066;1.45;0.39;0.006;0.008;270;91;5;75;255;0.03;0.03;0.005;5;0.03;5;40;214
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-120;2
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-110;2
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-100;6
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-90;35
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-80;70
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-70;98
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-60;122
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-50;146
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-40;166
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-30;180
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-20;191
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-10;200
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;0;206
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;10;206
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;20;208
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;30;208
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;40;208
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-120;1
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-110;2
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-100;2
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-90;6
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-80;26
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-70;50
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-60;74
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-50;104
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-40;128
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-30;149
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-20;166
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-10;178
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;0;187
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;10;192
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;20;195
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;30;196
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;40;197
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-120;2
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-110;3
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-100;4
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-90;10
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-80;38
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-70;75
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-60;114
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-50;150
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-40;178
